,CMName,CMID,Key_SD5,Name_SD5,Key_SD6,Name_SD6
603,Orma,SM250960,Q84: 322; COUNTRY: 6,Oroma,,
604,Oshivambo,SM250552,Q84: 580; COUNTRY: 13,Wambo,Q87: 580; COUNTRY: 22,Wambo
605,Other BF,SM251152,Q84: 9995; COUNTRY: 3,Others,Q87: 9995; COUNTRY: 4,Other
606,Other Benin,SM251148,Q84: 9995; COUNTRY: 1,Others,Q87: 9995; COUNTRY: 2,Other
607,Other Botswana,SM251151,Q84: 9995; COUNTRY: 2,Others,Q87: 9995; COUNTRY: 3,Other
608,Other CM,SM251155,Q84: 9995; COUNTRY: 26,Others,Q87: 9995; COUNTRY: 6,Other
609,Other Gabon,SM251163,,,Q87: 9995; COUNTRY: 10,Other
610,Other Guinea,SM251166,Q84: 9995; COUNTRY: 28,Others,Q87: 9995; COUNTRY: 12,Other
611,Other Kenya,SM251169,Q84: 9995; COUNTRY: 6,Others,Q87: 9995; COUNTRY: 13,Other
612,Other Liberia,SM251320,Q84: 9995; COUNTRY: 8,Others,,
613,Other Malawi,SM251179,Q84: 9995; COUNTRY: 10,Others,Q87: 9995; COUNTRY: 17,Other
614,Other Mali,SM251181,Q84: 9995; COUNTRY: 11,Others,Q87: 9995; COUNTRY: 18,Other
615,Other Mozambique,SM251190,Q84: 9995; COUNTRY: 12,Others,Q87: 9995; COUNTRY: 21,Other
616,Other Namibia,SM251193,Q84: 9995; COUNTRY: 13,Others,Q87: 9995; COUNTRY: 22,Other
617,Other Niger,SM251194,Q84: 9995; COUNTRY: 23,Others,Q87: 9995; COUNTRY: 23,Other
618,Other Nigeria,SM251196,Q84: 9995; COUNTRY: 14,Others,Q87: 9995; COUNTRY: 24,Other
619,Other Senegal,SM251204,Q84: 9995; COUNTRY: 15,Others,Q87: 9995; COUNTRY: 26,Other
620,Other Togo,SM251214,Q84: 9995; COUNTRY: 24,Others,Q87: 9995; COUNTRY: 32,Other
621,Other Uganda,SM251216,Q84: 9995; COUNTRY: 18,Others,Q87: 9995; COUNTRY: 34,Other
622,Other Zambia,SM251219,Q84: 9995; COUNTRY: 19,Others,Q87: 9995; COUNTRY: 35,Other
623,Other Zimbabwe,SM251223,Q84: 9995; COUNTRY: 20,Others,Q87: 9995; COUNTRY: 36,Other
624,Other tribes-TZ,SM251212,Q84: 9995; COUNTRY: 17,Others,Q87: 9995; COUNTRY: 31,Other
625,Pangwa,SM250939,Q84: 2749; COUNTRY: 17,Mpangwa,,
626,Pare,SM250043,Q84: 745; COUNTRY: 17,Kipare,Q87: 745; COUNTRY: 31,Wapare
627,Pedi,SM250630,Q84: 704; COUNTRY: 16,Pedi/Spedi/North Sotho,Q87: 704; COUNTRY: 28,Pedi/North Sotho
628,Pedi,SM250630,Q84: 165; COUNTRY: 2,Mopedi,Q87: 704; COUNTRY: 28,Pedi/North Sotho
629,Phuthi,SM251054,Q84: 348; COUNTRY: 7,Mophuthi,Q87: 348; COUNTRY: 14,Mophuthi
630,Phuthing,SM251038,Q84: 347; COUNTRY: 7,Lephuthing,Q87: 347; COUNTRY: 14,Lephuthing
631,Pogoro,SM250634,Q84: 771; COUNTRY: 17,Mpogoro,Q87: 778; COUNTRY: 31,Wapogoro
632,Pokomo,SM250637,Q84: 317; COUNTRY: 6,Pokomo,,
633,Pokot,SM250638,Q84: 311; COUNTRY: 6,Pokot,Q87: 311; COUNTRY: 13,Pokot
634,Portuguese Angola,SM250963,Q84: 587; COUNTRY: 13,Portuguese,Q87: 587; COUNTRY: 22,Portuguese
635,"Pulaar (Senegambia, Mauritania) (incl. Toucouleur)",SM251005,Q84: 661; COUNTRY: 15,Pulaar/Toucouleur,Q87: 661; COUNTRY: 26,Pulaar/Toucouleur
636,"Pular (Guinea, Sierra Leone, Guinea-Bissau)",SM250640,Q84: 931; COUNTRY: 22,Fulla,Q87: 931; COUNTRY: 27,Fulla
637,"Pular (Guinea, Sierra Leone, Guinea-Bissau)",SM250640,Q84: 931; COUNTRY: 22,Fulla,Q87: 29; COUNTRY: 12,Peulh
638,"Pular (Guinea, Sierra Leone, Guinea-Bissau)",SM250640,Q84: 27; COUNTRY: 28,Peulh,Q87: 931; COUNTRY: 27,Fulla
639,"Pular (Guinea, Sierra Leone, Guinea-Bissau)",SM250640,Q84: 27; COUNTRY: 28,Peulh,Q87: 29; COUNTRY: 12,Peulh
640,Rangi,SM250416,Q84: 2748; COUNTRY: 17,Mrangi,Q87: 779; COUNTRY: 31,Wanrangi
641,Rendille,SM250644,Q84: 316; COUNTRY: 6,Rendile,,
642,Riffian,SM250646,,,Q87: 1501; COUNTRY: 20,Rifi
643,Rolong,SM250647,Q84: 146; COUNTRY: 2,Morolong,Q87: 146; COUNTRY: 3,Morolong
644,Ronga,SM250648,Q84: 560; COUNTRY: 12,Ronga,,
645,Ruanda,SM250369,Q84: 802; COUNTRY: 18,Munyarwanda,,
646,SA-White,SM250986,Q84: 711; COUNTRY: 16,White/European,Q87: 711; COUNTRY: 28,White/European
647,Sabaot,SM250652,Q84: 315; COUNTRY: 6,Sabaot,Q87: 314; COUNTRY: 13,Sabaot
648,Safwa,SM250653,Q84: 2747; COUNTRY: 17,Msafwa,Q87: 2740; COUNTRY: 31,Wasafwa
649,Sahafatra,SM250965,Q84: 439; COUNTRY: 9,Sahafatra,,
650,Sahraoui,SM251100,,,Q87: 1504; COUNTRY: 20,Sahraoui
651,Sakalava,SM250659,Q84: 433; COUNTRY: 9,Sakalava,Q87: 433; COUNTRY: 16,Sakalava
652,Samba Leko,SM257303,Q84: 1233; COUNTRY: 26,Bali Gashu,,
653,Sambaa,SM250675,Q84: 772; COUNTRY: 17,Msambaa,Q87: 2741; COUNTRY: 31,Wasambaa
654,Samia,SM250948,Q84: 793; COUNTRY: 18,Musamia,Q87: 793; COUNTRY: 34,Musamia
655,Samo,SM250475,Q84: 190; COUNTRY: 3,Samo,Q87: 190; COUNTRY: 4,Samo
656,Samogo,SM250966,Q84: 515; COUNTRY: 11,Samogo,Q87: 515; COUNTRY: 18,Samogo
657,San,SM257321,,,Q87: 595; COUNTRY: 22,San
658,Sangu,SM250667,Q84: 2744; COUNTRY: 17,Msangu,,
659,Sao Tome and Principe,SM257361,,,Q87: 9990; COUNTRY: 25,"National identity only, or 'doesnt think of self in those terms'"
660,Sarakol,SM250700,Q84: 664; COUNTRY: 15,Soninke,Q87: 517; COUNTRY: 18,Soninké/Sarakolé
661,Sarakol,SM250700,Q84: 664; COUNTRY: 15,Soninke,Q87: 664; COUNTRY: 26,Soninke
662,Sarakol,SM250700,Q84: 517; COUNTRY: 11,Soninké / Sarakollé,Q87: 517; COUNTRY: 18,Soninké/Sarakolé
663,Sarakol,SM250700,Q84: 517; COUNTRY: 11,Soninké / Sarakollé,Q87: 664; COUNTRY: 26,Soninke
664,Sawa (Coastal bantu),SM250967,Q84: 1222; COUNTRY: 26,Sawa,Q87: 1222; COUNTRY: 6,Sawa
665,Sebirwa,SM250929,Q84: 155; COUNTRY: 2,Mmirwa,Q87: 155; COUNTRY: 3,Mmirwa
666,Sena Malawi,SM251110,Q84: 28; COUNTRY: 10,Sena,Q87: 37; COUNTRY: 17,Sena
667,Sena Mozambiquean,SM251070,Q84: 28; COUNTRY: 12,Sena,Q87: 37; COUNTRY: 21,Sena
668,Senegalese,SM251203,Q84: 9990; COUNTRY: 15,"National identity only, or ""doesn't think of self in those terms""",Q87: 9990; COUNTRY: 26,"National identity only, or 'doesnt think of self in those terms'"
669,Senga,SM250673,Q84: 29; COUNTRY: 19,Senga,Q87: 38; COUNTRY: 17,Senga
670,Senga,SM250673,Q84: 29; COUNTRY: 19,Senga,Q87: 38; COUNTRY: 35,Senga
671,Senga,SM250673,Q84: 29; COUNTRY: 10,Senga,Q87: 38; COUNTRY: 17,Senga
672,Senga,SM250673,Q84: 29; COUNTRY: 10,Senga,Q87: 38; COUNTRY: 35,Senga
673,Senufo-Generic,SM2273,Q84: 191; COUNTRY: 3,Sénoufo,Q87: 516; COUNTRY: 18,Senufo
674,Senufo-Generic,SM2273,Q84: 191; COUNTRY: 3,Sénoufo,Q87: 191; COUNTRY: 4,Senoufo
675,Senufo-Generic,SM2273,Q84: 516; COUNTRY: 11,Senufo,Q87: 516; COUNTRY: 18,Senufo
676,Senufo-Generic,SM2273,Q84: 516; COUNTRY: 11,Senufo,Q87: 191; COUNTRY: 4,Senoufo
677,Serer,SM250674,Q84: 662; COUNTRY: 15,Serer,Q87: 662; COUNTRY: 26,Serer
678,Setswapong,SM250938,Q84: 160; COUNTRY: 2,Motswapong,Q87: 160; COUNTRY: 3,Motswapong
679,Shangaan,SM257498,Q84: 871; COUNTRY: 20,Shangani,Q87: 543; COUNTRY: 21,Changana
680,Shangaan,SM257498,Q84: 871; COUNTRY: 20,Shangani,Q87: 873; COUNTRY: 36,Shangani
681,Shangaan,SM257498,Q84: 871; COUNTRY: 20,Shangani,Q87: 39; COUNTRY: 30,Shangaan
682,Shangaan,SM257498,Q84: 871; COUNTRY: 20,Shangani,Q87: 39; COUNTRY: 28,Shangaan
683,Shangaan,SM257498,Q84: 544; COUNTRY: 12,Changana,Q87: 543; COUNTRY: 21,Changana
684,Shangaan,SM257498,Q84: 544; COUNTRY: 12,Changana,Q87: 873; COUNTRY: 36,Shangani
685,Shangaan,SM257498,Q84: 544; COUNTRY: 12,Changana,Q87: 39; COUNTRY: 30,Shangaan
686,Shangaan,SM257498,Q84: 544; COUNTRY: 12,Changana,Q87: 39; COUNTRY: 28,Shangaan
687,Shangaan,SM257498,Q84: 707; COUNTRY: 16,Shangaan,Q87: 543; COUNTRY: 21,Changana
688,Shangaan,SM257498,Q84: 707; COUNTRY: 16,Shangaan,Q87: 873; COUNTRY: 36,Shangani
689,Shangaan,SM257498,Q84: 707; COUNTRY: 16,Shangaan,Q87: 39; COUNTRY: 30,Shangaan
690,Shangaan,SM257498,Q84: 707; COUNTRY: 16,Shangaan,Q87: 39; COUNTRY: 28,Shangaan
691,Shangwe,SM251074,Q84: 882; COUNTRY: 20,Shangwe,,
692,Shekgalagari,SM251047,Q84: 151; COUNTRY: 2,Mokgalagadi,Q87: 151; COUNTRY: 3,Mokgalagadi
693,Sherbro,SM250676,Q84: 940; COUNTRY: 22,Sherbro,Q87: 940; COUNTRY: 27,Sherbro
694,Shieyeyi,SM250825,Q84: 152; COUNTRY: 2,Moyeyi/Moyei,Q87: 152; COUNTRY: 3,Moyei
695,Shilha,SM250728,,,Q87: 1503; COUNTRY: 20,Chalh
696,Shirazi-Swahili,SM250940,Q84: 2757; COUNTRY: 17,Mshirazi,Q87: 2742; COUNTRY: 31,Washirazi
697,Shona,SM487670,Q84: 861; COUNTRY: 20,Shona,Q87: 861; COUNTRY: 36,Shona
698,Shubi,SM250680,Q84: 2740; COUNTRY: 17,Misubi,Q87: 2743; COUNTRY: 31,Wasubi
699,Shubi,SM250680,Q84: 776; COUNTRY: 17,Mzinza,Q87: 2743; COUNTRY: 31,Wasubi
700,Sierra Leone -DK,SM251205,,,Q87: 9999; COUNTRY: 27,Don't know
701,Sihanaka,SM250682,Q84: 434; COUNTRY: 9,Sihanaka,Q87: 434; COUNTRY: 16,Sihanaka
702,Simbiti,SM250925,Q84: 2741; COUNTRY: 17,Misimbiti,,
703,Sisaala,SM250969,Q84: 268; COUNTRY: 5,Sissala,,
704,Soli,SM250970,Q84: 836; COUNTRY: 19,Soli,Q87: 836; COUNTRY: 35,Soli
705,Somalie,SM251007,Q84: 310; COUNTRY: 6,Somali,Q87: 310; COUNTRY: 13,Somali
706,Songhai-generic,SM6647,Q84: 1101; COUNTRY: 23,Zarrma/Songhaï,Q87: 1101; COUNTRY: 23,Zarma/Songhai
707,Sonra,SM250387,Q84: 518; COUNTRY: 11,Sonrhaï,Q87: 518; COUNTRY: 18,Sonrhai
708,Sotho,SM250703,Q84: 876; COUNTRY: 20,Sotho,Q87: 705; COUNTRY: 28,Sotho/South Sotho
709,Sotho,SM250703,Q84: 876; COUNTRY: 20,Sotho,Q87: 874; COUNTRY: 36,Suthu
710,Sotho,SM250703,Q84: 705; COUNTRY: 16,Sesotho/Sotho/South Sotho,Q87: 705; COUNTRY: 28,Sotho/South Sotho
711,Sotho,SM250703,Q84: 705; COUNTRY: 16,Sesotho/Sotho/South Sotho,Q87: 874; COUNTRY: 36,Suthu
712,Sousou,SM250722,Q84: 1300; COUNTRY: 28,Soussou,Q87: 1300; COUNTRY: 12,Soussou
713,Sousou,SM250722,Q84: 1300; COUNTRY: 28,Soussou,Q87: 941; COUNTRY: 27,Susu
714,Sousou,SM250722,Q84: 941; COUNTRY: 22,Susu,Q87: 1300; COUNTRY: 12,Soussou
715,Sousou,SM250722,Q84: 941; COUNTRY: 22,Susu,Q87: 941; COUNTRY: 27,Susu
716,Soussi,SM251101,,,Q87: 1502; COUNTRY: 20,Soussi
717,South Africa-DK,SM251206,Q84: 9999; COUNTRY: 16,Don't know,Q87: 9999; COUNTRY: 28,Don't know
718,South Africa-Other,SM251208,Q84: 9995; COUNTRY: 16,Others,Q87: 9995; COUNTRY: 28,Other
719,South Africa-Refused,SM251327,Q84: 9998; COUNTRY: 16,Refused,,
720,South African,SM251207,Q84: 9990; COUNTRY: 16,"National identity only, or ""doesn't think of self in those terms""",Q87: 9990; COUNTRY: 28,"National identity only, or 'doesnt think of self in those terms'"
721,Southern Dagara,SM251027,Q84: 265; COUNTRY: 5,Dagarti,Q87: 273; COUNTRY: 11,Dagaaba
722,Subiya,SM250706,Q84: 591; COUNTRY: 13,Subia,Q87: 149; COUNTRY: 3,Mosubia
723,Subiya,SM250706,Q84: 591; COUNTRY: 13,Subia,Q87: 591; COUNTRY: 22,Subia
724,Subiya,SM250706,Q84: 149; COUNTRY: 2,Mosubeya,Q87: 149; COUNTRY: 3,Mosubia
725,Subiya,SM250706,Q84: 149; COUNTRY: 2,Mosubeya,Q87: 591; COUNTRY: 22,Subia
726,Sukuma,SM250719,Q84: 749; COUNTRY: 17,Kisukuma,Q87: 749; COUNTRY: 31,Wasukuma
727,Sukwa,SM250971,Q84: 469; COUNTRY: 10,Sukwa,Q87: 469; COUNTRY: 17,Sukwa
